episode,time_ms,voltage_v
1.000000000000000000e+00,5.825000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.830000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.835000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.840000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.845000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.850000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.855000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.860000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.865000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.870000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.875000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.880000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.885000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.890000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.895000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,5.900000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,5.905000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,5.910000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,5.915000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,5.920000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,5.925000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,5.930000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,5.935000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,5.939999999999999858e+01,3.002929306030273438e+01
1.000000000000000000e+00,5.945000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,5.950000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,5.955000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,5.960000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,5.964999999999999858e+01,3.008682632446289062e+01
1.000000000000000000e+00,5.970000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,5.975000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,5.980000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,5.985000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,5.989999999999999858e+01,2.999740600585937500e+01
1.000000000000000000e+00,5.995000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.000000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.005000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.010000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.014999999999999858e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.020000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.025000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.030000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.035000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.040000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.045000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.050000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.055000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.060000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.065000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.070000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.075000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.080000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.085000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.090000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.095000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.100000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.105000000000000426e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.110000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.115000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.120000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.125000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.130000000000000426e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.135000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.140000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.145000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.150000000000000711e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.155000000000000426e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.160000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.165000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.170000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.175000000000000711e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.180000000000000426e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.185000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.190000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.195000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.200000000000000711e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.205000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.210000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.215000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.220000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.225000000000000711e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.230000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.235000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.240000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.245000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.250000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.255000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.260000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.265000000000001279e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.270000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.275000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.280000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.285000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.290000000000001279e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.295000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.300000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.305000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.310000000000000142e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.315000000000001279e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.320000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.325000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.330000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.335000000000000142e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.340000000000001279e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.345000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.350000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.355000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.360000000000000142e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.365000000000001279e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.370000000000000995e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.375000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.380000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.385000000000000142e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.389999999999999858e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.395000000000000995e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.400000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.405000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.410000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.415000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.420000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.425000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.430000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.435000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.440000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.445000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.450000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.455000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.460000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.465000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.470000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.475000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.480000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.485000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.490000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.495000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.500000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.505000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.510000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.515000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.520000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.525000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.530000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.535000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.540000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.545000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.550000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.555000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.560000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.565000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.570000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.575000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.580000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.585000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.590000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.595000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.600000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.605000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.610000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.615000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.620000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.625000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.630000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.635000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.640000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.645000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.650000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.655000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.660000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.665000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.670000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.675000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.680000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.685000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.690000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.695000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.700000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.705000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.710000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.715000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.720000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.725000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.729999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.735000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.740000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.745000000000001705e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.750000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.754999999999999716e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.760000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.765000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.770000000000001705e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.775000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.779999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.785000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.790000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.795000000000001705e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.800000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.804999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.810000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.815000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.820000000000001705e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.825000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.829999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.835000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.840000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.845000000000001705e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.850000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.854999999999999716e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.860000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.865000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.870000000000001705e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.875000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.879999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.885000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.890000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.895000000000001705e+01,3.004894638061523438e+01
1.000000000000000000e+00,6.900000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,6.904999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,6.910000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,6.915000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,6.920000000000001705e+01,3.006529426574707031e+01
1.000000000000000000e+00,6.925000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,6.929999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,6.935000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,6.940000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,6.945000000000001705e+01,3.007547187805175781e+01
1.000000000000000000e+00,6.950000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,6.954999999999999716e+01,3.005971908569335938e+01
1.000000000000000000e+00,6.960000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,6.965000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,6.970000000000001705e+01,2.997280502319335938e+01
1.000000000000000000e+00,6.975000000000000000e+01,3.002476501464843750e+01
1.000000000000000000e+00,6.979999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,6.985000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,6.990000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,6.995000000000001705e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.000000000000000000e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.004999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.010000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.015000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.020000000000001705e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.025000000000000000e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.029999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.035000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.040000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.045000000000001705e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.050000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.054999999999999716e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.060000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.065000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.070000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.075000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.079999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.085000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.090000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.095000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.100000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.104999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.110000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.115000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.120000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.125000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.129999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.135000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.140000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.145000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.150000000000001421e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.154999999999999716e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.160000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.165000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.170000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.175000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.179999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.185000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.190000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.195000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.200000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.204999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.210000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.215000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.220000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.225000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.229999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.235000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.240000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.245000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.250000000000001421e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.254999999999999716e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.260000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.265000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.270000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.275000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.279999999999999716e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.285000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.290000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.295000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.300000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.304999999999999716e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.310000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.315000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.320000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.325000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.329999999999999716e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.335000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.340000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.345000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.350000000000001421e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.355000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.360000000000000853e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.365000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.370000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.375000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.380000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.385000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.390000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.395000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.400000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.405000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.409999999999999432e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.415000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.420000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.425000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.430000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.434999999999999432e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.440000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.445000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.450000000000001421e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.455000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.459999999999999432e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.465000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.470000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.475000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.480000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.484999999999999432e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.490000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.495000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.500000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.505000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.509999999999999432e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.515000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.520000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.525000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.530000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.534999999999999432e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.540000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.545000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.550000000000001421e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.555000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.559999999999999432e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.565000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.570000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.575000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.580000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.584999999999999432e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.590000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.595000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.600000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.605000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.609999999999999432e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.615000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.620000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.625000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.630000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.634999999999999432e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.640000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.645000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.650000000000001421e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.655000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.659999999999999432e+01,3.005305099487304688e+01
1.000000000000000000e+00,7.665000000000000568e+01,3.008682632446289062e+01
1.000000000000000000e+00,7.670000000000000284e+01,2.997280502319335938e+01
1.000000000000000000e+00,7.675000000000001421e+01,3.002476501464843750e+01
1.000000000000000000e+00,7.680000000000001137e+01,3.001796150207519531e+01
1.000000000000000000e+00,7.685000000000000853e+01,3.006432151794433594e+01
1.000000000000000000e+00,7.690000000000000568e+01,2.999740600585937500e+01
1.000000000000000000e+00,7.695000000000000284e+01,3.004894638061523438e+01
1.000000000000000000e+00,7.700000000000001421e+01,3.004259681701660156e+01
1.000000000000000000e+00,7.705000000000001137e+01,3.008854866027832031e+01
1.000000000000000000e+00,7.710000000000000853e+01,3.002118492126464844e+01
1.000000000000000000e+00,7.715000000000000568e+01,3.007234001159667969e+01
1.000000000000000000e+00,7.720000000000000284e+01,3.006529426574707031e+01
1.000000000000000000e+00,7.725000000000001421e+01,3.009886550903320312e+01
1.000000000000000000e+00,7.730000000000001137e+01,2.998462295532226562e+01
1.000000000000000000e+00,7.735000000000000853e+01,3.003639411926269531e+01
1.000000000000000000e+00,7.740000000000000568e+01,3.002929306030273438e+01
1.000000000000000000e+00,7.745000000000000284e+01,3.007547187805175781e+01
1.000000000000000000e+00,7.750000000000000000e+01,3.000835418701171875e+01
1.000000000000000000e+00,7.755000000000001137e+01,3.005971908569335938e+01
1.000000000000000000e+00,7.760000000000000853e+01,3.005305099487304688e+01
